Chromosome	Strand	Start	End	Dominant	Signal	Rank	rep 1	rep 2	rep 3
chr	-	1799684	1799689	1799687	0.16014109347442682	1029	1.0	1.0	1.0
chr	-	3444548	3444558	3444554	0.15980162855162858	1030	1.0	1.0	1.0
chr	+	4178564	4178588	4178571	0.15976700644892863	1031		1.0	1.0
chr	-	3450496	3450505	3450501	0.1597222222222222	1032	1.0	1.0	1.0
chr	-	3473630	3473653	3473633	0.1597222222222222	1033	1.0	1.0	1.0
chr	-	3449853	3449856	3449853	0.15960190330899712	1034	1.0	1.0	1.0
chr	-	3442371	3442397	3442392	0.1595959595959596	1035	1.0	1.0	1.0
chr	-	3448078	3448090	3448083	0.1595238095238095	1036	1.0	1.0	1.0
chr	-	3452061	3452096	3452067	0.15934065934065933	1037	1.0	1.0	1.0
chr	+	4178987	4179004	4178997	0.15930199831128625	1038	1.0	1.0	1.0
chr	-	3446996	3447004	3447001	0.15925925925925927	1039	1.0	1.0	1.0
chr	-	3472683	3472691	3472684	0.15925925925925924	1040	1.0	1.0	1.0
chr	-	3443178	3443184	3443179	0.15916305916305915	1041	1.0	1.0	
chr	-	3447655	3447668	3447658	0.158974358974359	1042	1.0	1.0	1.0
chr	+	4179405	4179413	4179406	0.15897435897435896	1043	1.0	1.0	1.0
chr	-	1799612	1799637	1799617	0.15894736842105261	1044	1.0	1.0	1.0
chr	+	3720186	3720203	3720195	0.15889164598842018	1045	1.0	1.0	1.0
chr	-	3445475	3445555	3445508	0.15883040935672516	1046	1.0	1.0	1.0
chr	-	3441249	3441260	3441253	0.15875622279563165	1047	1.0	1.0	1.0
chr	-	1019647	1019655	1019648	0.15873015873015872	1048	1.0		1.0
chr	-	1019683	1019691	1019688	0.15873015873015872	1049	1.0	1.0	1.0
chr	-	3472717	3472724	3472719	0.1586894586894587	1050	1.0	1.0	1.0
chr	-	3440358	3440370	3440362	0.15860983981693363	1051	1.0	1.0	1.0
chr	-	3445694	3445716	3445704	0.1585576259489303	1052	1.0	1.0	
chr	-	3440720	3440749	3440738	0.1585081585081585	1053	1.0		1.0
chr	-	3472286	3472298	3472290	0.15849673202614378	1054	1.0	1.0	
chr	-	3448543	3448563	3448555	0.15833333333333333	1055	1.0	1.0	1.0
chr	+	4426049	4426068	4426060	0.15822649572649572	1056	1.0	1.0	1.0
chr	-	3444238	3444248	3444242	0.15818713450292396	1057	1.0	1.0	1.0
chr	-	3377940	3377970	3377945	0.15808080808080807	1058	1.0		1.0
chr	-	3447847	3447862	3447852	0.15796882855706387	1059	1.0	1.0	1.0
chr	-	3448508	3448516	3448512	0.15793650793650796	1060	1.0	1.0	1.0
chr	+	4426526	4426534	4426530	0.15791847041847043	1061	1.0		1.0
chr	+	4179645	4179653	4179650	0.15782828282828282	1062	1.0	1.0	
chr	-	1799492	1799500	1799493	0.15768872320596458	1063	1.0	1.0	1.0
chr	-	3444100	3444107	3444104	0.15767543859649122	1064	1.0	1.0	1.0
chr	-	3443605	3443616	3443608	0.15763888888888888	1065	1.0	1.0	1.0
chr	-	3439834	3439846	3439838	0.15763673890608876	1066	1.0		1.0
chr	+	962253	962267	962259	0.15757575757575756	1067	1.0		
chr	+	3966322	3966340	3966335	0.15757575757575756	1068	1.0	1.0	
chr	-	1019797	1019805	1019799	0.15757575757575756	1069			1.0
chr	-	3440728	3440732	3440728	0.15757575757575756	1070			
chr	-	3449087	3449111	3449091	0.15757575757575756	1071	1.0	1.0	1.0
chr	+	962914	962942	962918	0.1574074074074074	1072	1.0	1.0	1.0
chr	+	4176750	4176758	4176753	0.1574074074074074	1073	1.0		1.0
chr	-	3322513	3322522	3322515	0.1574074074074074	1074	1.0	1.0	1.0
chr	-	3470324	3470353	3470346	0.15727124183006536	1075	1.0	1.0	1.0
chr	-	3449324	3449333	3449327	0.15726495726495726	1076	1.0	1.0	1.0
chr	+	4178542	4178553	4178546	0.15711462450592886	1077		1.0	1.0
chr	-	3441192	3441206	3441198	0.15703939233350997	1078	1.0	1.0	1.0
chr	-	3442065	3442109	3442083	0.15679779158040028	1079	1.0	1.0	1.0
chr	+	3720021	3720049	3720027	0.1567436489136179	1080	1.0	1.0	1.0
chr	-	3444328	3444339	3444333	0.15611562350692784	1081	1.0	1.0	1.0
chr	-	3447814	3447823	3447816	0.15611562350692784	1082	1.0	1.0	1.0
chr	-	3449979	3449993	3449985	0.15594202898550724	1083	1.0	1.0	1.0
chr	-	3442898	3442904	3442900	0.15590858416945375	1084	1.0	1.0	1.0
chr	+	1147418	1147431	1147423	0.15588235294117647	1085	1.0	1.0	1.0
chr	-	3441953	3441963	3441956	0.15584415584415584	1086	1.0	1.0	
chr	-	3442227	3442234	3442229	0.1558061821219716	1087	1.0	1.0	1.0
chr	-	2729211	2729226	2729213	0.15574479284156703	1088	1.0	1.0	1.0
chr	-	3441364	3441383	3441366	0.15570054945054945	1089	1.0	1.0	1.0
chr	+	190113	190124	190119	0.15555555555555556	1090	1.0	1.0	
chr	-	3447244	3447263	3447248	0.15555555555555556	1091	1.0	1.0	1.0
chr	-	3452450	3452458	3452450	0.15555555555555556	1092		1.0	1.0
chr	-	3452842	3452851	3452847	0.15545106234761408	1093	1.0	1.0	1.0
chr	-	2312758	2312766	2312760	0.15519568151147098	1094	1.0	1.0	1.0
chr	-	3443368	3443379	3443372	0.1550470378845665	1095	1.0	1.0	1.0
chr	-	3332818	3332827	3332821	0.15499231950844855	1096	1.0	1.0	
chr	+	3884347	3884365	3884360	0.15498575498575498	1097	1.0	1.0	1.0
chr	-	3270354	3270362	3270357	0.15479452054794518	1098	1.0	1.0	1.0
chr	-	3439613	3439624	3439618	0.15476190476190474	1099	1.0	1.0	1.0
chr	-	3441451	3441456	3441451	0.1547567844342038	1100	1.0	1.0	1.0
chr	+	4179077	4179089	4179082	0.1545530492898914	1101	1.0	1.0	1.0
chr	+	963523	963534	963526	0.15454545454545454	1102			1.0
chr	-	1019753	1019758	1019756	0.15454545454545454	1103	1.0		
chr	-	3443940	3443948	3443944	0.1544011544011544	1104	1.0	1.0	1.0
chr	-	3333262	3333287	3333265	0.1543560606060606	1105	1.0	1.0	1.0
chr	+	3720109	3720124	3720117	0.15426506646018842	1106	1.0	1.0	1.0
chr	-	1019035	1019076	1019045	0.15416666666666667	1107	1.0	1.0	1.0
chr	-	3448726	3448739	3448731	0.15416666666666667	1108	0.030219434496381037	1.0	1.0
chr	-	2729198	2729208	2729201	0.15412912912912913	1109	1.0	1.0	1.0
chr	-	3445662	3445685	3445669	0.15411044477761118	1110	1.0	1.0	1.0
chr	-	3471756	3471771	3471762	0.15406162464985995	1113	1.0		1.0
chr	+	850554	850561	850559	0.15406162464985995	1111	1.0	1.0	1.0
chr	-	2311831	2311860	2311843	0.15406162464985995	1112	1.0	1.0	
chr	+	4180728	4180733	4180729	0.15404040404040403	1114	1.0	1.0	1.0
chr	+	963498	963509	963503	0.15384615384615385	1115		1.0	1.0
chr	-	3448784	3448812	3448789	0.15384615384615385	1116	1.0	1.0	1.0
chr	-	3472591	3472610	3472604	0.15384615384615385	1117	1.0	1.0	1.0
chr	+	2942775	2942778	2942777	0.15380184331797234	1118	1.0	1.0	1.0
chr	-	3450273	3450295	3450277	0.153781512605042	1119	1.0	1.0	1.0
chr	+	4178758	4178772	4178764	0.15341880341880343	1120	1.0	1.0	1.0
chr	-	1800185	1800192	1800188	0.1533882783882784	1121	1.0	1.0	1.0
chr	-	3447535	3447544	3447540	0.15338164251207728	1122	1.0	1.0	1.0
chr	-	3332831	3332848	3332836	0.15331196581196582	1123	1.0	1.0	1.0
chr	-	3472048	3472065	3472058	0.1531986531986532	1124	1.0	1.0	1.0
chr	-	3448683	3448698	3448688	0.15317884729649436	1125	1.0	1.0	1.0
chr	-	3470577	3470588	3470582	0.15317580023462377	1126	1.0	1.0	1.0
chr	-	3471088	3471097	3471092	0.15317460317460316	1127	1.0	1.0	1.0
chr	+	3720057	3720066	3720061	0.1531345585939907	1128	1.0	1.0	1.0
chr	-	1019451	1019468	1019455	0.15303643724696356	1129	1.0	1.0	1.0
chr	-	3447548	3447556	3447550	0.1528747795414462	1130	1.0	1.0	1.0
chr	-	3446164	3446178	3446171	0.15285204991087345	1131	1.0	1.0	1.0
chr	-	3471559	3471570	3471565	0.15284062342885874	1132	1.0	1.0	1.0
chr	-	3377954	3377969	3377956	0.15276292335115865	1133	1.0		1.0
chr	-	3445098	3445110	3445103	0.15267767185925754	1134	1.0	1.0	1.0
chr	-	3473138	3473146	3473139	0.15266955266955268	1135		1.0	1.0
chr	-	3441601	3441640	3441612	0.15262011237243436	1136	1.0	1.0	1.0
chr	-	3443212	3443232	3443227	0.15262011237243436	1137	1.0	1.0	1.0
chr	+	4180133	4180136	4180133	0.15250544662309368	1138	1.0	1.0	1.0
chr	+	189877	189884	189881	0.15244708994708994	1139	1.0	1.0	1.0
chr	-	3447101	3447116	3447109	0.15219867851446797	1140	1.0	1.0	1.0
chr	-	3444148	3444162	3444153	0.15214646464646464	1141	1.0	1.0	1.0
chr	+	1147063	1147071	1147066	0.151996151996152	1142	1.0	1.0	1.0
chr	-	3452495	3452512	3452499	0.15189628482972137	1143	1.0	1.0	1.0
chr	-	1800034	1800044	1800040	0.15178571428571427	1144	1.0	1.0	1.0
chr	+	963593	963615	963607	0.15175438596491228	1145	1.0	1.0	1.0
chr	+	4180223	4180251	4180238	0.15168067226890758	1146	1.0	1.0	1.0
chr	-	3441035	3441040	3441038	0.15157933853586028	1147	1.0	1.0	1.0
chr	+	190595	190603	190600	0.15151515151515152	1148	1.0		1.0
chr	+	190854	190862	190856	0.15151515151515152	1149	1.0	1.0	
chr	+	4375856	4375863	4375861	0.15151515151515152	1150	1.0		1.0
chr	-	2003593	2003601	2003594	0.15151515151515152	1151	1.0		1.0
chr	-	3426769	3426772	3426769	0.15151515151515152	1152	1.0		1.0
chr	-	3470813	3470835	3470818	0.15151515151515152	1153			1.0
chr	-	3452077	3452089	3452077	0.15135086292581548	1154	1.0	1.0	1.0
chr	+	4425265	4425281	4425274	0.15132275132275133	1155	1.0	1.0	1.0
chr	-	1800120	1800129	1800123	0.15132275132275133	1156	1.0	1.0	1.0
chr	-	1800016	1800026	1800019	0.1513051513051513	1157	1.0	1.0	1.0
chr	+	850503	850512	850508	0.15128205128205127	1158	1.0	1.0	1.0
chr	+	963265	963274	963270	0.15128205128205127	1159	1.0	1.0	1.0
chr	+	4127018	4127028	4127020	0.15121136173767752	1160	1.0	1.0	1.0
chr	-	3450145	3450166	3450149	0.15119047619047618	1161	1.0	1.0	1.0
chr	-	3443345	3443353	3443349	0.1511037981626217	1162	1.0	1.0	1.0
chr	+	4180736	4180744	4180739	0.15105721557334462	1163	1.0	1.0	1.0
chr	-	3378280	3378292	3378285	0.150997150997151	1164	1.0	1.0	1.0
chr	+	962115	962140	962120	0.15098039215686276	1165	0.5381506675269375	1.0	
chr	-	3449730	3449740	3449732	0.1509607351712615	1166	1.0	1.0	1.0
chr	+	3884451	3884472	3884469	0.1509358821186778	1167	1.0	1.0	1.0
chr	-	3470427	3470440	3470433	0.15084541062801932	1168	1.0	1.0	1.0
chr	+	223563	223586	223569	0.15079365079365079	1169	1.0	1.0	1.0
chr	-	3450449	3450457	3450453	0.15064102564102563	1170	1.0	1.0	1.0
chr	-	3442010	3442019	3442013	0.1505923961096375	1171	1.0	1.0	1.0
chr	-	3473910	3473918	3473915	0.15056022408963585	1172	1.0		1.0
chr	-	3451308	3451316	3451309	0.15052003410059678	1173	1.0	1.0	1.0
chr	+	4127031	4127039	4127033	0.1505151768309663	1174	1.0	1.0	1.0
chr	-	3442161	3442182	3442163	0.1504247876061969	1175	1.0	1.0	1.0
chr	-	3333279	3333284	3333280	0.15039426523297492	1176	1.0	1.0	1.0
chr	-	1019004	1019011	1019004	0.15032679738562094	1177	1.0	1.0	1.0
chr	-	3446883	3446888	3446885	0.1503267973856209	1178	1.0	1.0	1.0
chr	-	2311677	2311699	2311685	0.15021929824561403	1179	1.0	1.0	1.0
chr	-	3450561	3450575	3450567	0.15013227513227514	1180	1.0	1.0	1.0
chr	-	3441537	3441549	3441542	0.15006993006993008	1181	1.0	1.0	1.0
chr	+	124570	124590	124576	0.15	1182		1.0	
chr	+	190471	190493	190485	0.15	1183		1.0	1.0
chr	+	962836	962848	962841	0.15	1184		1.0	
chr	+	2044665	2044673	2044667	0.15	1185		1.0	1.0
chr	+	4425636	4425645	4425639	0.15	1186	1.0		1.0
chr	-	2311701	2311720	2311715	0.15	1187	1.0	1.0	1.0
chr	-	2745691	2745729	2745697	0.15	1188		1.0	1.0
chr	-	3441171	3441180	3441174	0.14986559139784947	1189	1.0	1.0	1.0
chr	+	4127043	4127051	4127045	0.14980581604622525	1190	1.0	1.0	1.0
chr	+	4179700	4179714	4179706	0.1497431178590599	1191	1.0	1.0	1.0
chr	-	3446118	3446130	3446124	0.14965443912812335	1192	1.0	1.0	1.0
chr	-	3441474	3441485	3441479	0.1495726495726496	1193	1.0	1.0	1.0
chr	+	4168333	4168343	4168336	0.14953592773141647	1194	1.0	1.0	1.0
chr	-	3378359	3378367	3378362	0.1495269436445907	1195	1.0	1.0	1.0
chr	-	3473948	3473952	3473949	0.1494949494949495	1196		1.0	1.0
chr	-	2744552	2744563	2744557	0.1494047619047619	1197	1.0	1.0	1.0
chr	-	2746184	2746208	2746190	0.14939309056956115	1198	1.0	1.0	1.0
chr	-	3445773	3445783	3445775	0.1493734335839599	1199	1.0	1.0	1.0
chr	-	3811422	3811427	3811425	0.1493734335839599	1200	1.0	1.0	1.0
chr	+	4176448	4176458	4176452	0.1493212669683258	1201	1.0	1.0	1.0
chr	-	1799447	1799457	1799449	0.14913151364764268	1202	1.0	1.0	1.0
chr	-	3442343	3442354	3442349	0.1490530303030303	1203	1.0	1.0	1.0
chr	-	3451562	3451589	3451574	0.14901960784313728	1204	1.0	1.0	1.0
chr	-	1799747	1799756	1799752	0.14901267315060418	1205	1.0	1.0	1.0
chr	-	2729470	2729485	2729478	0.1490068522855408	1206	1.0	1.0	1.0
chr	-	3471652	3471672	3471663	0.14897435897435898	1207	1.0	1.0	1.0
chr	+	4180186	4180200	4180191	0.14867909867909868	1208	1.0	1.0	1.0
chr	-	3378005	3378048	3378010	0.14860681114551083	1209	1.0	1.0	1.0
chr	-	3439656	3439671	3439664	0.14857142857142858	1210	1.0	1.0	1.0
chr	-	3448015	3448029	3448021	0.1485215053763441	1211	1.0	1.0	1.0
chr	+	4208120	4208129	4208123	0.14830782363176728	1212	1.0	1.0	1.0
chr	+	4425733	4425740	4425733	0.14817927170868347	1213		1.0	1.0
chr	-	3452913	3452932	3452917	0.14814814814814817	1214	1.0	1.0	1.0
chr	-	3473732	3473744	3473736	0.147979797979798	1215	1.0	1.0	1.0
chr	-	2745780	2745788	2745784	0.14786324786324787	1216	1.0	1.0	
chr	+	4168608	4168627	4168621	0.14781715459681563	1217	1.0	1.0	1.0
chr	+	189988	190013	190007	0.14761904761904762	1218	1.0	1.0	1.0
chr	+	962232	962250	962240	0.14761904761904762	1219	1.0	1.0	
chr	+	4200320	4200324	4200322	0.14761904761904762	1220	1.0	1.0	1.0
chr	-	3332997	3333025	3333002	0.14758771929824563	1221	1.0	1.0	1.0
chr	+	4180558	4180573	4180563	0.14753584229390682	1222	1.0	1.0	1.0
chr	+	4178611	4178622	4178616	0.14748102139406488	1223	1.0	1.0	1.0
chr	-	3448746	3448758	3448750	0.14740655987795576	1224	1.0	1.0	1.0
chr	-	3440596	3440600	3440598	0.1473842018196857	1225	1.0	1.0	1.0
chr	+	4179887	4179892	4179889	0.146960856638276	1226	1.0	1.0	1.0
chr	-	3333219	3333253	3333233	0.1468599033816425	1227	1.0	1.0	1.0
chr	-	1292844	1292854	1292846	0.14685314685314685	1228	1.0		1.0
chr	+	4426010	4426021	4426016	0.14682539682539683	1229	1.0		1.0
chr	-	2745882	2745895	2745887	0.14657097288676235	1230	1.0		1.0
chr	+	1151767	1151782	1151772	0.14648854521322638	1231	1.0	1.0	1.0
chr	-	3451174	3451182	3451176	0.14646464646464644	1232	1.0	1.0	1.0
chr	-	3446067	3446074	3446071	0.14642857142857144	1233	1.0	1.0	1.0
chr	-	3450315	3450324	3450318	0.14642857142857144	1234	1.0	1.0	1.0
chr	+	4168589	4168603	4168592	0.14636811133041375	1235	1.0	1.0	1.0
chr	+	4178960	4178965	4178961	0.1463235294117647	1236	1.0	1.0	1.0
chr	+	4176167	4176182	4176171	0.14625603864734302	1237	1.0	1.0	1.0
chr	+	4210015	4210022	4210019	0.14613339588709048	1238	1.0	1.0	1.0
chr	-	2818001	2818013	2818006	0.14603174603174604	1239	1.0	1.0	1.0
chr	+	4179354	4179370	4179363	0.146011396011396	1240	1.0	1.0	1.0
chr	-	3446585	3446596	3446589	0.146011396011396	1241	1.0	1.0	1.0
chr	+	225670	225682	225675	0.14595812900297278	1242	1.0	1.0	1.0
chr	-	3452519	3452529	3452522	0.1458058849363197	1243	1.0	1.0	1.0
chr	-	3378203	3378211	3378207	0.14575098814229248	1244	1.0	1.0	1.0
chr	-	3473586	3473605	3473597	0.14575098814229248	1245	1.0	1.0	1.0
chr	-	3442065	3442073	3442069	0.14562724014336917	1246	1.0	1.0	1.0
chr	-	3445029	3445048	3445040	0.14560439560439561	1247	1.0	1.0	1.0
chr	-	3443591	3443603	3443596	0.14559386973180075	1248	1.0	1.0	1.0
chr	+	4180477	4180488	4180481	0.14550106326422116	1249	1.0	1.0	1.0
chr	-	3453089	3453102	3453095	0.1454262116253701	1250	1.0	1.0	1.0
chr	-	3449310	3449319	3449313	0.14528508771929824	1251	1.0	1.0	1.0
chr	-	3445016	3445025	3445020	0.14523809523809525	1252	1.0	1.0	1.0
chr	+	2755774	2755795	2755787	0.14523493797923562	1253	1.0	1.0	1.0
chr	-	2311832	2311838	2311833	0.14522144522144523	1254	1.0	1.0	
chr	-	3451379	3451389	3451384	0.14522144522144523	1255	1.0		1.0
chr	+	962924	962938	962936	0.14520676691729323	1256	1.0	1.0	1.0
chr	-	2744711	2744718	2744711	0.1450980392156863	1257	1.0	1.0	1.0
chr	+	962386	962393	962387	0.14507575757575755	1258	1.0	1.0	
chr	-	2744337	2744359	2744354	0.14487179487179488	1259	1.0		
chr	+	4179177	4179185	4179178	0.14485852311939265	1260	1.0	1.0	1.0
chr	+	4180539	4180548	4180544	0.14480815860790186	1261	1.0	1.0	1.0
chr	+	124630	124647	124633	0.1446886446886447	1262		1.0	
chr	-	3311440	3311459	3311447	0.14462081128747795	1263	1.0	1.0	1.0
chr	+	1147235	1147245	1147240	0.1445887445887446	1264	1.0	1.0	
chr	-	3447364	3447406	3447392	0.14454331973798046	1265	1.0	1.0	1.0
chr	+	127834	127843	127839	0.14444444444444446	1266	1.0		
chr	+	189905	189908	189906	0.14444444444444446	1267	1.0	0.6895787188352591	1.0
chr	-	1019186	1019191	1019188	0.14444444444444446	1268		1.0	1.0
chr	-	3471414	3471424	3471416	0.14444444444444446	1269	1.0	1.0	1.0
chr	-	2746091	2746109	2746100	0.14428164428164428	1270	1.0	1.0	1.0
chr	-	3447751	3447795	3447753	0.14426129426129428	1271	1.0	1.0	1.0
chr	+	3884453	3884463	3884457	0.14423433444568037	1272	1.0	1.0	1.0
chr	-	1019358	1019366	1019361	0.14423076923076925	1273	1.0	1.0	
chr	-	3440827	3440837	3440832	0.14415954415954416	1274	1.0	1.0	1.0
chr	-	3449509	3449512	3449510	0.14414996767937946	1275	1.0	1.0	1.0
chr	-	3270443	3270463	3270452	0.14397958363475605	1276	1.0	1.0	1.0
chr	-	3451865	3451871	3451867	0.14396551724137932	1277	1.0	1.0	1.0
chr	+	189991	190003	189994	0.14393939393939395	1278	1.0	1.0	1.0
chr	+	190573	190582	190576	0.14393939393939395	1279	1.0	1.0	
chr	-	3474168	3474171	3474168	0.14393939393939395	1280	1.0	1.0	1.0
chr	-	3440243	3440264	3440248	0.14382716049382716	1281	1.0	1.0	1.0
chr	-	3450025	3450036	3450034	0.1437950937950938	1282	1.0	1.0	1.0
chr	-	3440215	3440232	3440224	0.14378078817733989	1283	1.0	1.0	1.0
chr	-	3447145	3447160	3447149	0.1437037037037037	1284	1.0	1.0	1.0
chr	+	1051402	1051419	1051414	0.1435897435897436	1285		1.0	1.0
chr	+	4180894	4180902	4180898	0.14357864357864356	1286	1.0	1.0	1.0
chr	-	1292669	1292676	1292671	0.14351851851851852	1287	1.0	1.0	1.0
chr	+	4166630	4166641	4166633	0.14341625947027298	1288	1.0	1.0	1.0
chr	-	3333408	3333412	3333410	0.1433823529411765	1289	1.0	1.0	1.0
chr	-	3449061	3449084	3449067	0.1433823529411765	1290	1.0	1.0	1.0
chr	+	4127097	4127113	4127102	0.14327485380116958	1291	1.0	1.0	1.0
chr	-	3449828	3449836	3449833	0.14320114010516485	1292	1.0	1.0	1.0
chr	+	189791	189800	189794	0.14319205943246863	1293	1.0	1.0	1.0
chr	-	3444306	3444320	3444312	0.14306801625642204	1294	1.0	1.0	1.0
chr	-	3440629	3440642	3440633	0.14292497625830958	1295	1.0	1.0	1.0
chr	-	3445621	3445629	3445624	0.14285714285714288	1296	1.0	1.0	1.0
chr	-	3472634	3472655	3472640	0.14285714285714288	1297	1.0		1.0
chr	+	1147614	1147621	1147616	0.14285714285714285	1298	1.0	1.0	1.0
chr	+	4180285	4180289	4180285	0.1425925925925926	1299	1.0	1.0	1.0
chr	-	3453184	3453201	3453189	0.14242424242424243	1300	1.0	1.0	1.0
chr	-	3470311	3470322	3470316	0.1423202614379085	1301	1.0	1.0	1.0
chr	-	3440428	3440437	3440433	0.14219576719576718	1302	1.0	1.0	1.0
chr	-	3450741	3450755	3450748	0.14219114219114218	1303	1.0	1.0	
chr	+	962651	962664	962657	0.14215686274509806	1304	1.0	1.0	1.0
chr	+	4426247	4426255	4426248	0.14215686274509806	1305	1.0	1.0	1.0
chr	-	3311463	3311484	3311467	0.14208333333333334	1306	1.0	1.0	1.0
chr	-	3377843	3377854	3377846	0.14206349206349206	1307	1.0	1.0	1.0
chr	+	4425684	4425692	4425690	0.14203216374269004	1308	1.0	1.0	1.0
chr	+	3210775	3210785	3210777	0.14189963841608608	1309	1.0	1.0	1.0
chr	+	4176935	4176951	4176946	0.14186507936507936	1310	1.0	1.0	1.0
chr	+	4425144	4425152	4425150	0.14166666666666666	1311	1.0	1.0	1.0
chr	-	1020099	1020107	1020100	0.14166666666666666	1312	1.0	1.0	1.0
chr	-	3333329	3333336	3333331	0.14160737812911725	1313	1.0	1.0	1.0
chr	-	3449692	3449724	3449698	0.14153957879448076	1314	1.0	1.0	1.0
chr	-	3449755	3449763	3449757	0.14153029632905792	1315	1.0	1.0	1.0
chr	-	3452677	3452693	3452685	0.14141583054626533	1316	1.0	1.0	
chr	+	2282489	2282511	2282494	0.1414141414141414	1317		1.0	1.0
chr	-	3470762	3470784	3470766	0.1414141414141414	1318		1.0	1.0
chr	+	3720092	3720100	3720095	0.14128320870643965	1319	1.0	1.0	1.0
chr	-	20822	20874	20868	0.14126984126984127	1320	1.0	1.0	1.0
chr	+	4426466	4426500	4426489	0.14093137254901963	1321	1.0	1.0	1.0
chr	-	3443706	3443714	3443707	0.1409204830257462	1322	1.0	1.0	1.0
chr	-	2312667	2312675	2312670	0.14087301587301587	1323	1.0	1.0	1.0
chr	-	3444649	3444666	3444655	0.14085514085514086	1324	1.0	1.0	1.0
chr	-	3472331	3472340	3472337	0.14074074074074075	1325	1.0	1.0	1.0
chr	-	1799625	1799634	1799631	0.14059624585940375	1326	1.0	1.0	1.0
chr	-	3449165	3449171	3449167	0.14057239057239057	1327	1.0	1.0	1.0
chr	-	3470935	3470943	3470941	0.1405597326649958	1328	1.0	1.0	1.0
chr	+	1757520	1757549	1757530	0.14045176938137402	1329	1.0	1.0	1.0
chr	-	20841	20856	20844	0.14037207939646965	1330	1.0	1.0	1.0
chr	-	3440930	3440943	3440933	0.14035087719298245	1331	1.0	1.0	1.0
chr	-	3473327	3473340	3473330	0.14027777777777775	1332	1.0	1.0	1.0
chr	-	3443071	3443080	3443074	0.1402468622148256	1333	1.0	1.0	1.0
chr	-	21028	21041	21034	0.14024644945697576	1334	1.0	1.0	1.0
chr	-	3444721	3444733	3444725	0.1402208902208902	1335	1.0	1.0	1.0
chr	-	3450126	3450135	3450129	0.14021485760616195	1336	1.0	1.0	1.0
chr	-	3448609	3448637	3448628	0.14003910743041179	1337	1.0	1.0	1.0
chr	-	3447135	3447142	3447138	0.13993464052287582	1338	1.0	1.0	1.0
chr	-	3451334	3451347	3451339	0.13988095238095236	1339	1.0	1.0	1.0
chr	-	3447720	3447726	3447723	0.13974358974358977	1340	1.0	1.0	1.0
chr	+	4178775	4178783	4178778	0.13968253968253966	1341	1.0	1.0	1.0
chr	-	3441405	3441414	3441409	0.13964285714285715	1342	1.0	1.0	1.0
chr	-	3452738	3452745	3452743	0.13942307692307693	1343	1.0	1.0	
chr	-	3447409	3447417	3447414	0.1393797724793517	1344	1.0	1.0	1.0
chr	-	3473642	3473648	3473645	0.13935185185185184	1345	1.0	1.0	1.0
chr	-	3270493	3270501	3270496	0.1393097643097643	1346	1.0	1.0	1.0
chr	-	3445864	3445871	3445868	0.13921568627450978	1347	1.0	1.0	1.0
chr	-	3311485	3311497	3311490	0.13916011748829085	1348	1.0	1.0	1.0
chr	-	3446733	3446745	3446738	0.13905060456784593	1349	1.0	1.0	1.0
chr	-	21088	21110	21102	0.13894110275689223	1350	1.0	1.0	1.0
chr	+	3411266	3411276	3411271	0.1388888888888889	1351	1.0	1.0	
chr	+	4392693	4392702	4392697	0.1388888888888889	1352		1.0	1.0
chr	-	3920816	3920824	3920821	0.1388888888888889	1353	1.0		1.0
chr	+	963294	963303	963297	0.13888888888888887	1354		1.0	1.0
chr	+	4426152	4426177	4426170	0.13888888888888887	1355		1.0	1.0
chr	-	2312380	2312405	2312386	0.13888888888888887	1356	1.0		
chr	-	3452386	3452402	3452391	0.13888888888888887	1357	1.0	1.0	1.0
chr	+	3720164	3720169	3720166	0.1388631958413916	1358	1.0	1.0	1.0
chr	-	3450158	3450165	3450159	0.13877909530083443	1359	1.0	1.0	1.0
chr	+	4176319	4176327	4176324	0.13865546218487396	1360	1.0	1.0	1.0
chr	+	4179011	4179023	4179017	0.13858363858363856	1361	1.0	1.0	1.0
chr	+	4200265	4200280	4200272	0.13852813852813853	1362		1.0	1.0
chr	+	4426353	4426361	4426355	0.13852813852813853	1363	1.0	1.0	
chr	-	1800404	1800412	1800404	0.13852813852813853	1364	1.0		1.0
chr	-	3450201	3450219	3450215	0.1385185185185185	1365	1.0	1.0	0.11549339227977518
chr	-	3440193	3440210	3440208	0.1384313725490196	1366	1.0	1.0	1.0
chr	-	3449900	3449911	3449906	0.13839638885010935	1367	1.0	1.0	1.0
chr	+	961989	961999	961991	0.13834586466165413	1368	1.0	1.0	1.0
chr	-	3470326	3470337	3470330	0.13833333333333334	1369	1.0	1.0	1.0
chr	-	3440443	3440456	3440449	0.13830065359477126	1370	1.0	1.0	1.0
chr	-	3471171	3471195	3471182	0.13828470380194519	1371	1.0	1.0	1.0
chr	+	4176880	4176888	4176882	0.13823953823953825	1372	1.0	1.0	1.0
chr	+	1147290	1147318	1147310	0.1382385730211817	1373	1.0	1.0	1.0
chr	+	3884338	3884345	3884343	0.13822958650544856	1374	1.0	1.0	1.0
chr	+	3210837	3210846	3210841	0.13821169772256728	1375	1.0	1.0	1.0
chr	+	781610	781626	781616	0.1381824044585259	1376	1.0	1.0	1.0
chr	-	2744479	2744489	2744486	0.1380952380952381	1377	1.0	1.0	1.0
chr	-	3471397	3471408	3471401	0.13809523809523808	1378	1.0	1.0	1.0
chr	+	4175936	4175963	4175959	0.1380392156862745	1379	1.0	1.0	1.0
